Amount
833607.0
1.015e6
1.199985e6
1.581926e6
510726.0
1.4e6
225000.0
960000.0
175524.89
162680.51
600000.0
223566.0
225000.0
1.189101e6
224999.16
709999.0
859253.0
1.365306e6
192530.0
1.465291e6
123750.0
422517.0
422517.0
675000.0
117291.0
225000.0
588505.0
