Amount
399766.12
893537.41
952757.0
1.343301e6
899922.0
1.125e6
800000.0
959400.0
1.125003e6
924860.0
800000.0
615000.0
899316.0
900000.0
1.425e6
835155.26
1.124491e6
800000.0
789680.43
1.124999e6
862000.0
191479.0
